"","fips","year","countyfips","statefips","stateusps","pop","z_ED_nat","z_HE_nat","z_SE_nat","z_COI_nat","c5_ED_nat","c5_HE_nat","c5_SE_nat","c5_COI_nat","r_ED_nat","r_HE_nat","r_SE_nat","r_COI_nat","c5_ED_stt","c5_HE_stt","c5_SE_stt","c5_COI_stt","r_ED_stt","r_HE_stt","r_SE_stt","r_COI_stt","c5_ED_met","c5_HE_met","c5_SE_met","c5_COI_met","r_ED_met","r_HE_met","r_SE_met","r_COI_met"
"1",22071000100,2015,22071,22,"LA",488,0.0076592485,-0.041312501,0.12182441,0.010680991,"Moderate","Very Low","High","Moderate",59,10,70,58,"High","Very Low","Very High","High",77,17,85,79,"High","Very Low","High","High",65,19,80,72
"2",22071000200,2015,22071,22,"LA",260,-0.025652289,-0.12717548,-0.32245561,-0.053919557,"Low","Very Low","Very Low","Very Low",39,1,7,5,"Moderate","Very Low","Very Low","Very Low",48,1,13,9,"Low","Very Low","Very Low","Very Low",32,1,13,6
"3",22071000300,2015,22071,22,"LA",175,-0.027391091,-0.12688385,-0.17382033,-0.036746219,"Low","Very Low","Very Low","Very Low",38,1,18,12,"Moderate","Very Low","Low","Low",46,1,31,22,"Low","Very Low","Low","Very Low",29,1,30,20
"4",22071000400,2015,22071,22,"LA",479,-0.0135192,-0.094065621,-0.36646044,-0.054200653,"Moderate","Very Low","Very Low","Very Low",47,2,5,5,"Moderate","Very Low","Very Low","Very Low",60,3,9,9,"Moderate","Very Low","Very Low","Very Low",45,4,7,6
"5",22071000601,2015,22071,22,"LA",220,-0.0065531456,-0.099070355,-0.67472857,-0.089911789,"Moderate","Very Low","Very Low","Very Low",51,2,1,1,"High","Very Low","Very Low","Very Low",66,3,1,1,"Moderate","Very Low","Very Low","Very Low",49,2,1,1
"6",22071000602,2015,22071,22,"LA",584,-0.020815672,-0.044628397,-0.12278149,-0.021352854,"Moderate","Very Low","Low","Low",42,9,24,23,"Moderate","Very Low","Low","Low",53,16,39,36,"Low","Very Low","Low","Low",36,17,37,32
"7",22071000603,2015,22071,22,"LA",290,-0.0063820216,-0.034543902,-0.66302192,-0.081693001,"Moderate","Very Low","Very Low","Very Low",51,12,1,1,"High","Low","Very Low","Very Low",66,22,1,1,"Moderate","Low","Very Low","Very Low",49,22,1,1
"8",22071000604,2015,22071,22,"LA",1134,0.0043831705,-0.0080655245,-0.35282072,-0.041517574,"Moderate","Low","Very Low","Very Low",57,25,5,10,"High","Moderate","Very Low","Very Low",76,41,10,17,"High","Low","Very Low","Very Low",62,40,10,15
"9",22071000605,2015,22071,22,"LA",646,-0.013471784,-0.017541809,-0.2069719,-0.027489277,"Moderate","Very Low","Very Low","Very Low",47,20,14,18,"Moderate","Low","Low","Low",60,32,26,30,"Moderate","Low","Low","Low",45,31,25,27
"10",22071000606,2015,22071,22,"LA",778,0.016714269,0.027796483,0.074079037,0.013435584,"High","Moderate","Moderate","High",63,57,60,61,"Very High","Very High","High","Very High",84,83,78,81,"High","High","High","High",77,78,73,74
"11",22071000607,2015,22071,22,"LA",1450,0.021047862,0.032528337,0.14359613,0.022524541,"High","High","High","High",65,62,74,71,"Very High","Very High","Very High","Very High",87,89,88,91,"High","Very High","Very High","Very High",78,82,83,87
"12",22071000611,2015,22071,22,"LA",1306,-0.0060296664,-0.043206602,-0.25317058,-0.034771223,"Moderate","Very Low","Very Low","Very Low",51,9,10,13,"High","Very Low","Low","Low",66,17,21,23,"Moderate","Very Low","Very Low","Low",50,19,20,21
"13",22071000612,2015,22071,22,"LA",438,0.046889096,0.0074920892,0.19013232,0.028163072,"High","Low","Very High","High",76,37,84,78,"Very High","Moderate","Very High","Very High",95,60,96,94,"Very High","Moderate","Very High","Very High",88,55,94,91
"14",22071000613,2015,22071,22,"LA",1637,0.00072621327,-0.0083282143,-0.36421922,-0.043279931,"Moderate","Low","Very Low","Very Low",55,25,5,9,"High","Moderate","Very Low","Very Low",73,41,9,16,"Moderate","Low","Very Low","Very Low",59,39,8,13
"15",22071000615,2015,22071,22,"LA",1248,0.013539387,0.0082107568,-0.14885084,-0.014990569,"High","Low","Low","Low",62,38,21,28,"Very High","High","Low","Moderate",82,61,34,44,"High","Moderate","Low","Low",73,58,33,40
"16",22071000616,2015,22071,22,"LA",1250,0.016578652,-0.04396522,0.0064887721,-0.0020632253,"High","Very Low","Moderate","Moderate",63,9,46,42,"Very High","Very Low","High","High",84,17,64,62,"High","Very Low","Moderate","Moderate",75,18,58,55
"17",22071000617,2015,22071,22,"LA",1346,0.023176683,-0.027195593,-0.21595065,-0.025498785,"High","Very Low","Very Low","Very Low",66,15,13,19,"Very High","Low","Low","Low",88,25,25,31,"High","Low","Low","Low",80,27,24,29
"18",22071000618,2015,22071,22,"LA",1129,0.042456225,-0.0017197245,0.13297479,0.020030081,"High","Low","High","High",74,30,72,69,"Very High","Moderate","Very High","Very High",95,49,86,88,"Very High","Moderate","Very High","Very High",88,47,81,84
"19",22071000701,2015,22071,22,"LA",156,-0.045718677,-0.091455132,-0.47074005,-0.069653399,"Low","Very Low","Very Low","Very Low",27,2,2,2,"Low","Very Low","Very Low","Very Low",32,4,3,3,"Very Low","Very Low","Very Low","Very Low",12,4,3,2
"20",22071000702,2015,22071,22,"LA",464,-0.011399731,-0.095182523,-0.16567303,-0.030666642,"Moderate","Very Low","Very Low","Very Low",48,2,19,16,"High","Very Low","Low","Low",62,3,32,26,"Moderate","Very Low","Low","Low",45,3,30,24
"21",22071000800,2015,22071,22,"LA",345,-0.025846833,-0.10305908,-0.44226411,-0.065359816,"Low","Very Low","Very Low","Very Low",39,2,3,3,"Moderate","Very Low","Very Low","Very Low",47,2,3,4,"Low","Very Low","Very Low","Very Low",31,2,3,3
"22",22071000901,2015,22071,22,"LA",254,-0.029174889,-0.12592132,-0.21982601,-0.042207461,"Low","Very Low","Very Low","Very Low",37,1,13,9,"Moderate","Very Low","Low","Very Low",45,1,24,16,"Low","Very Low","Low","Very Low",28,1,23,14
"23",22071000902,2015,22071,22,"LA",178,-0.019453814,-0.013582209,-0.2559227,-0.03344167,"Moderate","Low","Very Low","Very Low",43,22,10,14,"Moderate","Low","Very Low","Low",54,36,20,24,"Low","Low","Very Low","Low",37,35,20,22
"24",22071000903,2015,22071,22,"LA",123,-0.028765451,-0.11058473,-0.39452741,-0.06091281,"Low","Very Low","Very Low","Very Low",37,1,4,4,"Moderate","Very Low","Very Low","Very Low",45,2,6,5,"Low","Very Low","Very Low","Very Low",28,1,6,3
"25",22071000904,2015,22071,22,"LA",193,-0.021805782,-0.10803829,-0.46977276,-0.068647794,"Moderate","Very Low","Very Low","Very Low",42,1,2,3,"Moderate","Very Low","Very Low","Very Low",52,2,3,3,"Low","Very Low","Very Low","Very Low",35,2,3,2
"26",22071001100,2015,22071,22,"LA",247,-0.012657179,-0.067886308,-0.18051673,-0.029645989,"Moderate","Very Low","Very Low","Very Low",47,4,17,16,"High","Very Low","Low","Low",61,9,30,27,"Moderate","Very Low","Low","Low",45,10,29,25
"27",22071001200,2015,22071,22,"LA",94,0.0042201942,-0.014554385,0.16892646,0.018627586,"Moderate","Low","High","High",57,21,80,67,"High","Low","Very High","Very High",76,35,93,86,"High","Low","Very High","High",62,34,91,80
"28",22071001301,2015,22071,22,"LA",275,-0.037648104,-0.060279492,-0.33540052,-0.049672805,"Low","Very Low","Very Low","Very Low",32,5,6,7,"Low","Very Low","Very Low","Very Low",38,11,12,12,"Very Low","Very Low","Very Low","Very Low",19,13,12,9
"29",22071001302,2015,22071,22,"LA",138,-0.049388357,-0.06777823,-0.47348115,-0.067871831,"Low","Very Low","Very Low","Very Low",25,4,2,3,"Low","Very Low","Very Low","Very Low",29,9,3,3,"Very Low","Very Low","Very Low","Very Low",10,10,3,2
"30",22071001401,2015,22071,22,"LA",334,-0.035679769,-0.12819469,-0.47073975,-0.072432555,"Low","Very Low","Very Low","Very Low",33,1,2,2,"Low","Very Low","Very Low","Very Low",40,1,3,3,"Low","Very Low","Very Low","Very Low",21,1,3,2
"31",22071001402,2015,22071,22,"LA",505,-0.015531996,-0.062161095,-0.21983072,-0.033943206,"Moderate","Very Low","Very Low","Very Low",46,5,13,14,"Moderate","Very Low","Low","Low",58,10,24,24,"Moderate","Very Low","Low","Low",42,12,23,22
"32",22071001500,2015,22071,22,"LA",169,-0.041532155,-0.047111295,-0.53843778,-0.072388254,"Low","Very Low","Very Low","Very Low",30,8,1,2,"Low","Very Low","Very Low","Very Low",35,15,1,3,"Very Low","Very Low","Very Low","Very Low",16,16,2,2
"33",22071001701,2015,22071,22,"LA",581,0.013884605,-0.011134184,-0.32517374,-0.037565541,"High","Low","Very Low","Very Low",62,24,6,12,"Very High","Low","Very Low","Low",82,38,12,21,"High","Low","Very Low","Very Low",74,36,12,19
"34",22071001702,2015,22071,22,"LA",773,0.0011824556,0.010975096,-0.14487714,-0.015603319,"Moderate","Low","Low","Low",55,40,21,28,"High","High","Low","Moderate",74,65,35,43,"Moderate","High","Low","Low",59,62,34,40
"35",22071001720,2015,22071,22,"LA",799,-0.01901957,-0.064273283,-0.42928198,-0.058981255,"Moderate","Very Low","Very Low","Very Low",44,5,3,4,"Moderate","Very Low","Very Low","Very Low",55,9,4,6,"Low","Very Low","Very Low","Very Low",38,11,4,4
"36",22071001722,2015,22071,22,"LA",1003,0.0051879021,-0.098135583,-0.33822098,-0.049265705,"Moderate","Very Low","Very Low","Very Low",57,2,6,7,"High","Very Low","Very Low","Very Low",76,3,12,12,"High","Very Low","Very Low","Very Low",63,3,12,9
"37",22071001723,2015,22071,22,"LA",968,0.01063023,-5.8443868e-05,-0.22214068,-0.024736393,"Moderate","Low","Very Low","Very Low",60,31,13,20,"High","Moderate","Low","Low",80,50,24,33,"High","Moderate","Low","Low",69,48,23,30
"38",22071001724,2015,22071,22,"LA",1290,0.016649216,-0.070199415,-0.30873269,-0.041597828,"High","Very Low","Very Low","Very Low",63,4,7,10,"Very High","Very Low","Very Low","Very Low",84,8,14,17,"High","Very Low","Very Low","Very Low",76,10,14,14
"39",22071001725,2015,22071,22,"LA",1844,0.010905332,-0.049655683,-0.25804687,-0.034146827,"Moderate","Very Low","Very Low","Very Low",60,7,10,13,"High","Very Low","Very Low","Low",80,14,20,24,"High","Very Low","Very Low","Low",69,15,19,22
"40",22071001730,2015,22071,22,"LA",248,-0.025481541,0.023116635,-0.10001834,-0.012039535,"Low","Moderate","Low","Low",39,52,27,31,"Moderate","High","Moderate","Moderate",48,79,42,48,"Low","High","Low","Moderate",32,72,40,44
"41",22071001734,2015,22071,22,"LA",144,-0.032765094,0.020494062,0.13185473,0.013918732,"Low","Moderate","High","High",35,50,72,62,"Moderate","High","Very High","Very High",41,76,86,82,"Low","High","Very High","High",24,69,81,75
"42",22071001735,2015,22071,22,"LA",479,-0.0058666915,-0.098530434,-0.36102915,-0.05319231,"Moderate","Very Low","Very Low","Very Low",51,2,5,6,"High","Very Low","Very Low","Very Low",66,3,9,9,"Moderate","Very Low","Very Low","Very Low",50,3,8,6
"43",22071001736,2015,22071,22,"LA",483,0.00032306326,-0.058302928,-0.35018003,-0.046980441,"Moderate","Very Low","Very Low","Very Low",55,6,5,8,"High","Very Low","Very Low","Very Low",73,12,10,14,"Moderate","Very Low","Very Low","Very Low",59,14,11,11
"44",22071001737,2015,22071,22,"LA",884,0.015872868,-0.02873306,-0.38385606,-0.046053328,"High","Very Low","Very Low","Very Low",63,14,4,8,"Very High","Low","Very Low","Very Low",83,24,7,15,"High","Low","Very Low","Very Low",75,25,6,11
"45",22071001739,2015,22071,22,"LA",510,0.028842859,0.0041485424,-0.14993845,-0.013852247,"High","Low","Low","Low",69,35,21,30,"Very High","Moderate","Low","Moderate",90,56,34,45,"Very High","Moderate","Low","Moderate",83,52,32,41
"46",22071001740,2015,22071,22,"LA",1406,0.026021611,-0.015202927,-0.25791433,-0.028807517,"High","Low","Very Low","Very Low",68,21,10,17,"Very High","Low","Very Low","Low",89,34,20,28,"Very High","Low","Very Low","Low",82,33,20,25
"47",22071001741,2015,22071,22,"LA",305,-0.028344359,0.010765958,-0.13821599,-0.018119784,"Low","Low","Low","Low",38,40,22,26,"Moderate","High","Low","Low",45,64,36,39,"Low","High","Low","Low",29,61,35,36
"48",22071001743,2015,22071,22,"LA",778,0.012266461,-0.106631,-0.22973126,-0.036728334,"High","Very Low","Very Low","Very Low",61,1,12,12,"Very High","Very Low","Low","Low",81,2,24,22,"High","Very Low","Low","Very Low",71,2,22,20
"49",22071001744,2015,22071,22,"LA",1672,0.0092851743,-0.077944711,-0.37864366,-0.051387638,"Moderate","Very Low","Very Low","Very Low",59,3,4,6,"High","Very Low","Very Low","Very Low",79,6,7,10,"High","Very Low","Very Low","Very Low",67,7,6,8
"50",22071001745,2015,22071,22,"LA",916,0.011941448,-0.044343609,-0.31754506,-0.04040857,"High","Very Low","Very Low","Very Low",61,9,7,10,"Very High","Very Low","Very Low","Very Low",81,16,13,19,"High","Very Low","Very Low","Very Low",71,18,13,16
"51",22071001746,2015,22071,22,"LA",1112,-0.00036193812,-0.043164648,-0.40222654,-0.051523015,"Moderate","Very Low","Very Low","Very Low",54,9,4,6,"High","Very Low","Very Low","Very Low",73,17,6,10,"Moderate","Very Low","Very Low","Very Low",58,19,5,7
"52",22071001747,2015,22071,22,"LA",852,0.028951939,0.039327167,0.12851204,0.022361096,"High","High","High","High",69,70,71,71,"Very High","Very High","Very High","Very High",90,94,86,91,"Very High","Very High","Very High","Very High",84,90,81,87
"53",22071001748,2015,22071,22,"LA",1339,0.0080681285,-0.017627018,-0.10611383,-0.01334905,"Moderate","Very Low","Low","Low",59,20,26,30,"High","Low","Moderate","Moderate",78,32,42,45,"High","Low","Low","Moderate",65,31,39,42
"54",22071001749,2015,22071,22,"LA",1064,-0.030954681,-0.0026150418,-0.23005921,-0.030537782,"Low","Low","Very Low","Very Low",36,29,12,16,"Moderate","Moderate","Low","Low",43,48,24,26,"Low","Moderate","Low","Low",25,46,21,24
"55",22071001750,2015,22071,22,"LA",1182,-0.038634628,-0.021219349,-0.31702179,-0.043501452,"Low","Very Low","Very Low","Very Low",31,18,7,9,"Low","Low","Very Low","Very Low",37,30,13,16,"Very Low","Low","Very Low","Very Low",19,30,14,13
"56",22071001751,2015,22071,22,"LA",132,0.0054782531,-0.16098461,-0.57532394,-0.083543293,"Moderate","Very Low","Very Low","Very Low",57,1,1,1,"High","Very Low","Very Low","Very Low",77,1,1,1,"High","Very Low","Very Low","Very Low",63,1,1,1
"57",22071001800,2015,22071,22,"LA",90,-0.011708402,-0.0034919232,0.2367197,0.025941225,"Moderate","Low","Very High","High",48,29,92,75,"High","Moderate","Very High","Very High",62,47,99,93,"Moderate","Moderate","Very High","Very High",45,44,97,90
"58",22071001900,2015,22071,22,"LA",111,-0.052071936,-0.096420445,-0.3992618,-0.062546782,"Low","Very Low","Very Low","Very Low",24,2,4,4,"Low","Very Low","Very Low","Very Low",27,3,6,5,"Very Low","Very Low","Very Low","Very Low",8,3,6,3
"59",22071002000,2015,22071,22,"LA",172,-0.015853792,-0.081935801,-0.35386992,-0.051706117,"Moderate","Very Low","Very Low","Very Low",45,3,5,6,"Moderate","Very Low","Very Low","Very Low",57,5,10,10,"Moderate","Very Low","Very Low","Very Low",41,6,9,7
"60",22071002100,2015,22071,22,"LA",315,-0.054059606,-0.049885754,-0.35566124,-0.052753076,"Low","Very Low","Very Low","Very Low",23,7,5,6,"Low","Very Low","Very Low","Very Low",24,14,10,10,"Very Low","Very Low","Very Low","Very Low",7,15,9,7
"61",22071002200,2015,22071,22,"LA",502,-0.046959072,-0.052442148,-0.54453331,-0.074265033,"Low","Very Low","Very Low","Very Low",26,7,1,2,"Low","Very Low","Very Low","Very Low",31,13,1,2,"Very Low","Very Low","Very Low","Very Low",11,14,1,1
"62",22071002300,2015,22071,22,"LA",471,-0.032718278,-0.096968748,-0.35302001,-0.055067621,"Low","Very Low","Very Low","Very Low",35,2,5,5,"Moderate","Very Low","Very Low","Very Low",41,3,10,8,"Low","Very Low","Very Low","Very Low",24,3,9,6
"63",22071002401,2015,22071,22,"LA",484,-0.011303824,-0.034102578,-0.19846831,-0.028011417,"Moderate","Very Low","Very Low","Very Low",48,12,15,17,"High","Low","Low","Low",62,22,27,29,"Moderate","Low","Low","Low",46,23,27,26
"64",22071002402,2015,22071,22,"LA",672,0.0069508539,-0.07790412,-0.37156898,-0.050816838,"Moderate","Very Low","Very Low","Very Low",58,3,5,6,"High","Very Low","Very Low","Very Low",77,7,8,11,"High","Very Low","Very Low","Very Low",65,7,7,9
"65",22071002501,2015,22071,22,"LA",547,0.02281104,0.011226462,-0.19874673,-0.019463245,"High","Moderate","Very Low","Low",66,41,15,24,"Very High","High","Low","Low",88,65,27,38,"High","High","Low","Low",79,63,27,35
"66",22071002502,2015,22071,22,"LA",519,0.0058698631,-0.0032533701,-0.18345208,-0.021089995,"Moderate","Low","Very Low","Low",58,29,17,23,"High","Moderate","Low","Low",77,47,30,36,"High","Moderate","Low","Low",64,45,29,33
"67",22071002503,2015,22071,22,"LA",532,0.02929233,0.011308709,0.02075191,0.006863269,"High","Moderate","Moderate","Moderate",69,41,49,53,"Very High","High","High","High",90,65,67,74,"Very High","High","Moderate","High",84,63,60,66
"68",22071002504,2015,22071,22,"LA",521,0.022294329,-0.025709759,-0.12504272,-0.01483672,"High","Very Low","Low","Low",66,15,24,29,"Very High","Low","Low","Moderate",88,26,39,44,"High","Low","Low","Moderate",79,27,36,41
"69",22071002600,2015,22071,22,"LA",73,0.012115224,0.015374866,0.23972595,0.030929523,"High","Moderate","Very High","High",61,45,92,80,"Very High","High","Very High","Very High",81,69,99,95,"High","High","Very High","Very High",71,66,98,92
"70",22071002700,2015,22071,22,"LA",231,-0.038053002,-0.094873741,-0.40572947,-0.06158416,"Low","Very Low","Very Low","Very Low",32,2,4,4,"Low","Very Low","Very Low","Very Low",38,3,6,5,"Very Low","Very Low","Very Low","Very Low",19,3,5,3
"71",22071002800,2015,22071,22,"LA",360,-0.025171347,-0.061986871,-0.50986677,-0.068819091,"Low","Very Low","Very Low","Very Low",40,5,2,3,"Moderate","Very Low","Very Low","Very Low",48,10,2,3,"Low","Very Low","Very Low","Very Low",32,13,2,2
"72",22071002900,2015,22071,22,"LA",258,-0.014728773,-0.072013281,-0.3412632,-0.049060207,"Moderate","Very Low","Very Low","Very Low",46,4,6,7,"Moderate","Very Low","Very Low","Very Low",59,8,11,12,"Moderate","Very Low","Very Low","Very Low",43,9,12,10
"73",22071003000,2015,22071,22,"LA",192,-0.02574412,-0.15210561,-0.49010092,-0.07612247,"Low","Very Low","Very Low","Very Low",39,1,2,2,"Moderate","Very Low","Very Low","Very Low",48,1,3,2,"Low","Very Low","Very Low","Very Low",32,1,2,1
"74",22071003100,2015,22071,22,"LA",264,-0.031966619,-0.06903474,-0.36301756,-0.053191636,"Low","Very Low","Very Low","Very Low",35,4,5,6,"Moderate","Very Low","Very Low","Very Low",42,8,9,9,"Low","Very Low","Very Low","Very Low",24,10,8,7
"75",22071003301,2015,22071,22,"LA",403,0.036773477,-0.0046442458,0.083766289,0.013351643,"High","Low","High","High",72,28,62,61,"Very High","Moderate","High","Very High",93,45,80,81,"Very High","Moderate","High","High",86,42,74,74
"76",22071003302,2015,22071,22,"LA",802,0.033754114,-0.0026164837,0.030215852,0.0069864145,"High","Low","Moderate","Moderate",71,29,51,53,"Very High","Moderate","High","High",91,48,69,74,"Very High","Moderate","High","High",86,45,62,66
"77",22071003303,2015,22071,22,"LA",615,0.029250646,-0.02374189,-0.34319764,-0.039300662,"High","Very Low","Very Low","Very Low",69,16,6,11,"Very High","Low","Very Low","Very Low",90,27,11,20,"Very High","Low","Very Low","Very Low",84,28,11,18
"78",22071003304,2015,22071,22,"LA",800,0.018832607,0.0012620629,-0.30217534,-0.033022121,"High","Low","Very Low","Very Low",64,32,8,14,"Very High","Moderate","Very Low","Low",86,51,15,25,"High","Moderate","Very Low","Low",78,49,14,22
"79",22071003307,2015,22071,22,"LA",265,-0.019930936,-0.0056188894,-0.35472354,-0.044174045,"Moderate","Low","Very Low","Very Low",43,27,5,9,"Moderate","Moderate","Very Low","Very Low",54,45,10,16,"Low","Moderate","Very Low","Very Low",37,42,9,13
"80",22071003308,2015,22071,22,"LA",557,-0.018131819,-0.072855331,-0.36923167,-0.052788325,"Moderate","Very Low","Very Low","Very Low",44,4,5,6,"Moderate","Very Low","Very Low","Very Low",56,8,8,10,"Low","Very Low","Very Low","Very Low",39,8,7,7
"81",22071003400,2015,22071,22,"LA",194,-0.015433818,-0.045958739,-0.20918743,-0.030974902,"Moderate","Very Low","Very Low","Very Low",46,8,14,15,"Moderate","Very Low","Low","Low",58,15,25,26,"Moderate","Very Low","Low","Low",43,17,25,24
"82",22071003500,2015,22071,22,"LA",147,-0.039317731,-0.038152669,-0.3780885,-0.052492779,"Low","Very Low","Very Low","Very Low",31,11,4,6,"Low","Very Low","Very Low","Very Low",37,19,8,10,"Very Low","Low","Very Low","Very Low",18,22,7,7
"83",22071003600,2015,22071,22,"LA",328,-0.018359706,-0.060302541,-0.34364387,-0.048499744,"Moderate","Very Low","Very Low","Very Low",44,5,6,7,"Moderate","Very Low","Very Low","Very Low",56,11,11,13,"Low","Very Low","Very Low","Very Low",38,13,11,10
"84",22071003701,2015,22071,22,"LA",233,-0.0087934351,-0.031955022,0.086156264,0.0056894538,"Moderate","Very Low","High","Moderate",50,13,62,52,"High","Low","High","High",64,23,80,72,"Moderate","Low","High","High",47,24,75,64
"85",22071003702,2015,22071,22,"LA",447,-0.006230318,-0.02899104,-0.1967984,-0.026713176,"Moderate","Very Low","Very Low","Very Low",51,14,15,18,"High","Low","Low","Low",66,24,27,31,"Moderate","Low","Low","Low",50,25,27,28
"86",22071003800,2015,22071,22,"LA",33,-0.00016052536,-0.013178947,0.21705899,0.023901558,"Moderate","Low","Very High","High",54,22,89,73,"High","Low","Very High","Very High",73,36,98,91,"Moderate","Low","Very High","Very High",59,35,96,88
