"","ST","STATE","ST_ABBR","STCNTY","COUNTY","FIPS","LOCATION","RPL_THEMES"
"1",22,"LOUISIANA","LA",22071,"Orleans",22071001600,"Census Tract 16, Orleans Parish, Louisiana",-999
"2",22,"LOUISIANA","LA",22071,"Orleans",22071014500,"Census Tract 145, Orleans Parish, Louisiana",-999
"3",22,"LOUISIANA","LA",22071,"Orleans",22071980000,"Census Tract 9800, Orleans Parish, Louisiana",-999
"4",22,"LOUISIANA","LA",22071,"Orleans",22071980100,"Census Tract 9801, Orleans Parish, Louisiana",-999
"5",22,"LOUISIANA","LA",22071,"Orleans",22071990000,"Census Tract 9900, Orleans Parish, Louisiana",-999
"6",22,"LOUISIANA","LA",22071,"Orleans",22071000100,"Census Tract 1, Orleans Parish, Louisiana",0.0557
"7",22,"LOUISIANA","LA",22071,"Orleans",22071000604,"Census Tract 6.04, Orleans Parish, Louisiana",0.8271
"8",22,"LOUISIANA","LA",22071,"Orleans",22071000605,"Census Tract 6.05, Orleans Parish, Louisiana",0.7773
"9",22,"LOUISIANA","LA",22071,"Orleans",22071000606,"Census Tract 6.06, Orleans Parish, Louisiana",0.3384
"10",22,"LOUISIANA","LA",22071,"Orleans",22071000607,"Census Tract 6.07, Orleans Parish, Louisiana",0.3377
"11",22,"LOUISIANA","LA",22071,"Orleans",22071000611,"Census Tract 6.11, Orleans Parish, Louisiana",0.9403
"12",22,"LOUISIANA","LA",22071,"Orleans",22071000612,"Census Tract 6.12, Orleans Parish, Louisiana",0.0641
"13",22,"LOUISIANA","LA",22071,"Orleans",22071000618,"Census Tract 6.18, Orleans Parish, Louisiana",0.4129
"14",22,"LOUISIANA","LA",22071,"Orleans",22071000701,"Census Tract 7.01, Orleans Parish, Louisiana",0.9117
"15",22,"LOUISIANA","LA",22071,"Orleans",22071000800,"Census Tract 8, Orleans Parish, Louisiana",0.7678
"16",22,"LOUISIANA","LA",22071,"Orleans",22071000901,"Census Tract 9.01, Orleans Parish, Louisiana",0.539
"17",22,"LOUISIANA","LA",22071,"Orleans",22071001100,"Census Tract 11, Orleans Parish, Louisiana",0.4762
"18",22,"LOUISIANA","LA",22071,"Orleans",22071001200,"Census Tract 12, Orleans Parish, Louisiana",0.2184
"19",22,"LOUISIANA","LA",22071,"Orleans",22071001402,"Census Tract 14.02, Orleans Parish, Louisiana",0.6945
"20",22,"LOUISIANA","LA",22071,"Orleans",22071001701,"Census Tract 17.01, Orleans Parish, Louisiana",0.8922
"21",22,"LOUISIANA","LA",22071,"Orleans",22071001720,"Census Tract 17.20, Orleans Parish, Louisiana",0.8214
"22",22,"LOUISIANA","LA",22071,"Orleans",22071001722,"Census Tract 17.22, Orleans Parish, Louisiana",0.95
"23",22,"LOUISIANA","LA",22071,"Orleans",22071001723,"Census Tract 17.23, Orleans Parish, Louisiana",0.6772
"24",22,"LOUISIANA","LA",22071,"Orleans",22071001724,"Census Tract 17.24, Orleans Parish, Louisiana",0.938
"25",22,"LOUISIANA","LA",22071,"Orleans",22071001730,"Census Tract 17.30, Orleans Parish, Louisiana",0.6625
"26",22,"LOUISIANA","LA",22071,"Orleans",22071001734,"Census Tract 17.34, Orleans Parish, Louisiana",0.2162
"27",22,"LOUISIANA","LA",22071,"Orleans",22071001735,"Census Tract 17.35, Orleans Parish, Louisiana",0.8014
"28",22,"LOUISIANA","LA",22071,"Orleans",22071001739,"Census Tract 17.39, Orleans Parish, Louisiana",0.6179
"29",22,"LOUISIANA","LA",22071,"Orleans",22071001741,"Census Tract 17.41, Orleans Parish, Louisiana",0.7527
"30",22,"LOUISIANA","LA",22071,"Orleans",22071001745,"Census Tract 17.45, Orleans Parish, Louisiana",0.8136
"31",22,"LOUISIANA","LA",22071,"Orleans",22071001746,"Census Tract 17.46, Orleans Parish, Louisiana",0.8308
"32",22,"LOUISIANA","LA",22071,"Orleans",22071001747,"Census Tract 17.47, Orleans Parish, Louisiana",0.0894
"33",22,"LOUISIANA","LA",22071,"Orleans",22071001748,"Census Tract 17.48, Orleans Parish, Louisiana",0.6645
"34",22,"LOUISIANA","LA",22071,"Orleans",22071001749,"Census Tract 17.49, Orleans Parish, Louisiana",0.8669
"35",22,"LOUISIANA","LA",22071,"Orleans",22071001750,"Census Tract 17.50, Orleans Parish, Louisiana",0.9411
"36",22,"LOUISIANA","LA",22071,"Orleans",22071001800,"Census Tract 18, Orleans Parish, Louisiana",0.3575
"37",22,"LOUISIANA","LA",22071,"Orleans",22071002300,"Census Tract 23, Orleans Parish, Louisiana",0.9711
"38",22,"LOUISIANA","LA",22071,"Orleans",22071002401,"Census Tract 24.01, Orleans Parish, Louisiana",0.4454
"39",22,"LOUISIANA","LA",22071,"Orleans",22071002402,"Census Tract 24.02, Orleans Parish, Louisiana",0.7114
"40",22,"LOUISIANA","LA",22071,"Orleans",22071002501,"Census Tract 25.01, Orleans Parish, Louisiana",0.6509
"41",22,"LOUISIANA","LA",22071,"Orleans",22071002502,"Census Tract 25.02, Orleans Parish, Louisiana",0.5578
"42",22,"LOUISIANA","LA",22071,"Orleans",22071002503,"Census Tract 25.03, Orleans Parish, Louisiana",0.4006
"43",22,"LOUISIANA","LA",22071,"Orleans",22071002504,"Census Tract 25.04, Orleans Parish, Louisiana",0.3546
"44",22,"LOUISIANA","LA",22071,"Orleans",22071002600,"Census Tract 26, Orleans Parish, Louisiana",0.1334
"45",22,"LOUISIANA","LA",22071,"Orleans",22071003301,"Census Tract 33.01, Orleans Parish, Louisiana",0.3579
"46",22,"LOUISIANA","LA",22071,"Orleans",22071003302,"Census Tract 33.02, Orleans Parish, Louisiana",0.4379
"47",22,"LOUISIANA","LA",22071,"Orleans",22071003303,"Census Tract 33.03, Orleans Parish, Louisiana",0.4776
"48",22,"LOUISIANA","LA",22071,"Orleans",22071003304,"Census Tract 33.04, Orleans Parish, Louisiana",0.6894
"49",22,"LOUISIANA","LA",22071,"Orleans",22071003307,"Census Tract 33.07, Orleans Parish, Louisiana",0.6613
"50",22,"LOUISIANA","LA",22071,"Orleans",22071003701,"Census Tract 37.01, Orleans Parish, Louisiana",0.4149
"51",22,"LOUISIANA","LA",22071,"Orleans",22071003702,"Census Tract 37.02, Orleans Parish, Louisiana",0.6593
"52",22,"LOUISIANA","LA",22071,"Orleans",22071004100,"Census Tract 41, Orleans Parish, Louisiana",0.1201
"53",22,"LOUISIANA","LA",22071,"Orleans",22071004600,"Census Tract 46, Orleans Parish, Louisiana",0.0459
"54",22,"LOUISIANA","LA",22071,"Orleans",22071005000,"Census Tract 50, Orleans Parish, Louisiana",0.5378
"55",22,"LOUISIANA","LA",22071,"Orleans",22071005500,"Census Tract 55, Orleans Parish, Louisiana",0.0247
"56",22,"LOUISIANA","LA",22071,"Orleans",22071005601,"Census Tract 56.01, Orleans Parish, Louisiana",0.0832
"57",22,"LOUISIANA","LA",22071,"Orleans",22071005602,"Census Tract 56.02, Orleans Parish, Louisiana",0.0194
"58",22,"LOUISIANA","LA",22071,"Orleans",22071005603,"Census Tract 56.03, Orleans Parish, Louisiana",0.0061
"59",22,"LOUISIANA","LA",22071,"Orleans",22071005604,"Census Tract 56.04, Orleans Parish, Louisiana",9e-04
"60",22,"LOUISIANA","LA",22071,"Orleans",22071006400,"Census Tract 64, Orleans Parish, Louisiana",0.2057
"61",22,"LOUISIANA","LA",22071,"Orleans",22071006500,"Census Tract 65, Orleans Parish, Louisiana",0.5731
"62",22,"LOUISIANA","LA",22071,"Orleans",22071007604,"Census Tract 76.04, Orleans Parish, Louisiana",0.0052
"63",22,"LOUISIANA","LA",22071,"Orleans",22071007606,"Census Tract 76.06, Orleans Parish, Louisiana",0.1773
"64",22,"LOUISIANA","LA",22071,"Orleans",22071007800,"Census Tract 78, Orleans Parish, Louisiana",0.3086
"65",22,"LOUISIANA","LA",22071,"Orleans",22071008300,"Census Tract 83, Orleans Parish, Louisiana",0.1704
"66",22,"LOUISIANA","LA",22071,"Orleans",22071008800,"Census Tract 88, Orleans Parish, Louisiana",0.0901
"67",22,"LOUISIANA","LA",22071,"Orleans",22071009000,"Census Tract 90, Orleans Parish, Louisiana",0.1903
"68",22,"LOUISIANA","LA",22071,"Orleans",22071009600,"Census Tract 96, Orleans Parish, Louisiana",0.5499
"69",22,"LOUISIANA","LA",22071,"Orleans",22071009700,"Census Tract 97, Orleans Parish, Louisiana",0.011
"70",22,"LOUISIANA","LA",22071,"Orleans",22071010100,"Census Tract 101, Orleans Parish, Louisiana",0.0968
"71",22,"LOUISIANA","LA",22071,"Orleans",22071010700,"Census Tract 107, Orleans Parish, Louisiana",0.207
"72",22,"LOUISIANA","LA",22071,"Orleans",22071010800,"Census Tract 108, Orleans Parish, Louisiana",0.0029
"73",22,"LOUISIANA","LA",22071,"Orleans",22071010900,"Census Tract 109, Orleans Parish, Louisiana",0.1815
"74",22,"LOUISIANA","LA",22071,"Orleans",22071011100,"Census Tract 111, Orleans Parish, Louisiana",0.5108
"75",22,"LOUISIANA","LA",22071,"Orleans",22071011200,"Census Tract 112, Orleans Parish, Louisiana",0.2889
"76",22,"LOUISIANA","LA",22071,"Orleans",22071011400,"Census Tract 114, Orleans Parish, Louisiana",0.0077
"77",22,"LOUISIANA","LA",22071,"Orleans",22071011700,"Census Tract 117, Orleans Parish, Louisiana",0.1228
"78",22,"LOUISIANA","LA",22071,"Orleans",22071011900,"Census Tract 119, Orleans Parish, Louisiana",0.1049
"79",22,"LOUISIANA","LA",22071,"Orleans",22071012200,"Census Tract 122, Orleans Parish, Louisiana",0.0234
"80",22,"LOUISIANA","LA",22071,"Orleans",22071012300,"Census Tract 123, Orleans Parish, Louisiana",0.3399
"81",22,"LOUISIANA","LA",22071,"Orleans",22071012400,"Census Tract 124, Orleans Parish, Louisiana",0.229
"82",22,"LOUISIANA","LA",22071,"Orleans",22071012500,"Census Tract 125, Orleans Parish, Louisiana",0.4329
"83",22,"LOUISIANA","LA",22071,"Orleans",22071012600,"Census Tract 126, Orleans Parish, Louisiana",0.0946
"84",22,"LOUISIANA","LA",22071,"Orleans",22071012700,"Census Tract 127, Orleans Parish, Louisiana",0.2646
"85",22,"LOUISIANA","LA",22071,"Orleans",22071012800,"Census Tract 128, Orleans Parish, Louisiana",0.4996
"86",22,"LOUISIANA","LA",22071,"Orleans",22071012900,"Census Tract 129, Orleans Parish, Louisiana",0.6491
"87",22,"LOUISIANA","LA",22071,"Orleans",22071013000,"Census Tract 130, Orleans Parish, Louisiana",0.5092
"88",22,"LOUISIANA","LA",22071,"Orleans",22071013200,"Census Tract 132, Orleans Parish, Louisiana",0.5258
"89",22,"LOUISIANA","LA",22071,"Orleans",22071013301,"Census Tract 133.01, Orleans Parish, Louisiana",0.0381
"90",22,"LOUISIANA","LA",22071,"Orleans",22071013302,"Census Tract 133.02, Orleans Parish, Louisiana",0.1262
"91",22,"LOUISIANA","LA",22071,"Orleans",22071013600,"Census Tract 136, Orleans Parish, Louisiana",0.2184
"92",22,"LOUISIANA","LA",22071,"Orleans",22071014200,"Census Tract 142, Orleans Parish, Louisiana",0.0655
"93",22,"LOUISIANA","LA",22071,"Orleans",22071014400,"Census Tract 144, Orleans Parish, Louisiana",0.1871
"94",22,"LOUISIANA","LA",22071,"Orleans",22071000200,"Census Tract 2, Orleans Parish, Louisiana",0.5647
"95",22,"LOUISIANA","LA",22071,"Orleans",22071000300,"Census Tract 3, Orleans Parish, Louisiana",0.6466
"96",22,"LOUISIANA","LA",22071,"Orleans",22071000400,"Census Tract 4, Orleans Parish, Louisiana",0.7125
"97",22,"LOUISIANA","LA",22071,"Orleans",22071000601,"Census Tract 6.01, Orleans Parish, Louisiana",0.6681
"98",22,"LOUISIANA","LA",22071,"Orleans",22071000602,"Census Tract 6.02, Orleans Parish, Louisiana",0.7661
"99",22,"LOUISIANA","LA",22071,"Orleans",22071000603,"Census Tract 6.03, Orleans Parish, Louisiana",0.9308
"100",22,"LOUISIANA","LA",22071,"Orleans",22071000616,"Census Tract 6.16, Orleans Parish, Louisiana",0.8673
"101",22,"LOUISIANA","LA",22071,"Orleans",22071000617,"Census Tract 6.17, Orleans Parish, Louisiana",0.8449
"102",22,"LOUISIANA","LA",22071,"Orleans",22071000702,"Census Tract 7.02, Orleans Parish, Louisiana",0.7961
"103",22,"LOUISIANA","LA",22071,"Orleans",22071000902,"Census Tract 9.02, Orleans Parish, Louisiana",0.7641
"104",22,"LOUISIANA","LA",22071,"Orleans",22071000903,"Census Tract 9.03, Orleans Parish, Louisiana",0.8024
"105",22,"LOUISIANA","LA",22071,"Orleans",22071000904,"Census Tract 9.04, Orleans Parish, Louisiana",0.877
"106",22,"LOUISIANA","LA",22071,"Orleans",22071001302,"Census Tract 13.02, Orleans Parish, Louisiana",0.6702
"107",22,"LOUISIANA","LA",22071,"Orleans",22071001401,"Census Tract 14.01, Orleans Parish, Louisiana",0.7569
"108",22,"LOUISIANA","LA",22071,"Orleans",22071001500,"Census Tract 15, Orleans Parish, Louisiana",0.8823
"109",22,"LOUISIANA","LA",22071,"Orleans",22071001702,"Census Tract 17.02, Orleans Parish, Louisiana",0.8634
"110",22,"LOUISIANA","LA",22071,"Orleans",22071001725,"Census Tract 17.25, Orleans Parish, Louisiana",0.8718
"111",22,"LOUISIANA","LA",22071,"Orleans",22071001737,"Census Tract 17.37, Orleans Parish, Louisiana",0.7682
"112",22,"LOUISIANA","LA",22071,"Orleans",22071001740,"Census Tract 17.40, Orleans Parish, Louisiana",0.7508
"113",22,"LOUISIANA","LA",22071,"Orleans",22071001743,"Census Tract 17.43, Orleans Parish, Louisiana",0.8434
"114",22,"LOUISIANA","LA",22071,"Orleans",22071001744,"Census Tract 17.44, Orleans Parish, Louisiana",0.846
"115",22,"LOUISIANA","LA",22071,"Orleans",22071001900,"Census Tract 19, Orleans Parish, Louisiana",0.7859
"116",22,"LOUISIANA","LA",22071,"Orleans",22071002000,"Census Tract 20, Orleans Parish, Louisiana",0.7071
"117",22,"LOUISIANA","LA",22071,"Orleans",22071002100,"Census Tract 21, Orleans Parish, Louisiana",0.8629
"118",22,"LOUISIANA","LA",22071,"Orleans",22071002200,"Census Tract 22, Orleans Parish, Louisiana",0.7363
"119",22,"LOUISIANA","LA",22071,"Orleans",22071002700,"Census Tract 27, Orleans Parish, Louisiana",0.6967
"120",22,"LOUISIANA","LA",22071,"Orleans",22071002800,"Census Tract 28, Orleans Parish, Louisiana",0.8516
"121",22,"LOUISIANA","LA",22071,"Orleans",22071002900,"Census Tract 29, Orleans Parish, Louisiana",0.7144
"122",22,"LOUISIANA","LA",22071,"Orleans",22071003000,"Census Tract 30, Orleans Parish, Louisiana",0.7604
"123",22,"LOUISIANA","LA",22071,"Orleans",22071003100,"Census Tract 31, Orleans Parish, Louisiana",0.6585
"124",22,"LOUISIANA","LA",22071,"Orleans",22071003400,"Census Tract 34, Orleans Parish, Louisiana",0.5327
"125",22,"LOUISIANA","LA",22071,"Orleans",22071003500,"Census Tract 35, Orleans Parish, Louisiana",0.8028
"126",22,"LOUISIANA","LA",22071,"Orleans",22071003600,"Census Tract 36, Orleans Parish, Louisiana",0.7413
"127",22,"LOUISIANA","LA",22071,"Orleans",22071003800,"Census Tract 38, Orleans Parish, Louisiana",0.1721
"128",22,"LOUISIANA","LA",22071,"Orleans",22071004401,"Census Tract 44.01, Orleans Parish, Louisiana",0.5278
"129",22,"LOUISIANA","LA",22071,"Orleans",22071004402,"Census Tract 44.02, Orleans Parish, Louisiana",0.5971
"130",22,"LOUISIANA","LA",22071,"Orleans",22071004500,"Census Tract 45, Orleans Parish, Louisiana",0.582
"131",22,"LOUISIANA","LA",22071,"Orleans",22071004800,"Census Tract 48, Orleans Parish, Louisiana",0.9055
"132",22,"LOUISIANA","LA",22071,"Orleans",22071004900,"Census Tract 49, Orleans Parish, Louisiana",0.9628
"133",22,"LOUISIANA","LA",22071,"Orleans",22071005400,"Census Tract 54, Orleans Parish, Louisiana",0.4338
"134",22,"LOUISIANA","LA",22071,"Orleans",22071006900,"Census Tract 69, Orleans Parish, Louisiana",0.8366
"135",22,"LOUISIANA","LA",22071,"Orleans",22071007501,"Census Tract 75.01, Orleans Parish, Louisiana",0.8312
"136",22,"LOUISIANA","LA",22071,"Orleans",22071007502,"Census Tract 75.02, Orleans Parish, Louisiana",0.932
"137",22,"LOUISIANA","LA",22071,"Orleans",22071007605,"Census Tract 76.05, Orleans Parish, Louisiana",0.9066
"138",22,"LOUISIANA","LA",22071,"Orleans",22071007700,"Census Tract 77, Orleans Parish, Louisiana",0.1663
"139",22,"LOUISIANA","LA",22071,"Orleans",22071008200,"Census Tract 82, Orleans Parish, Louisiana",0.2051
"140",22,"LOUISIANA","LA",22071,"Orleans",22071008500,"Census Tract 85, Orleans Parish, Louisiana",0.8455
"141",22,"LOUISIANA","LA",22071,"Orleans",22071008600,"Census Tract 86, Orleans Parish, Louisiana",0.9232
"142",22,"LOUISIANA","LA",22071,"Orleans",22071009100,"Census Tract 91, Orleans Parish, Louisiana",0.6058
"143",22,"LOUISIANA","LA",22071,"Orleans",22071009200,"Census Tract 92, Orleans Parish, Louisiana",0.7961
"144",22,"LOUISIANA","LA",22071,"Orleans",22071009400,"Census Tract 94, Orleans Parish, Louisiana",0.9458
"145",22,"LOUISIANA","LA",22071,"Orleans",22071009900,"Census Tract 99, Orleans Parish, Louisiana",0.2705
"146",22,"LOUISIANA","LA",22071,"Orleans",22071010000,"Census Tract 100, Orleans Parish, Louisiana",0.7049
"147",22,"LOUISIANA","LA",22071,"Orleans",22071010200,"Census Tract 102, Orleans Parish, Louisiana",0.5906
"148",22,"LOUISIANA","LA",22071,"Orleans",22071010300,"Census Tract 103, Orleans Parish, Louisiana",0.8929
"149",22,"LOUISIANA","LA",22071,"Orleans",22071010600,"Census Tract 106, Orleans Parish, Louisiana",0.1758
"150",22,"LOUISIANA","LA",22071,"Orleans",22071011500,"Census Tract 115, Orleans Parish, Louisiana",0.0807
"151",22,"LOUISIANA","LA",22071,"Orleans",22071011600,"Census Tract 116, Orleans Parish, Louisiana",0.0875
"152",22,"LOUISIANA","LA",22071,"Orleans",22071012000,"Census Tract 120, Orleans Parish, Louisiana",0.1229
"153",22,"LOUISIANA","LA",22071,"Orleans",22071012101,"Census Tract 121.01, Orleans Parish, Louisiana",0.2654
"154",22,"LOUISIANA","LA",22071,"Orleans",22071012102,"Census Tract 121.02, Orleans Parish, Louisiana",0.4336
"155",22,"LOUISIANA","LA",22071,"Orleans",22071013100,"Census Tract 131, Orleans Parish, Louisiana",0.7905
"156",22,"LOUISIANA","LA",22071,"Orleans",22071013500,"Census Tract 135, Orleans Parish, Louisiana",0.3943
"157",22,"LOUISIANA","LA",22071,"Orleans",22071013700,"Census Tract 137, Orleans Parish, Louisiana",0.7504
"158",22,"LOUISIANA","LA",22071,"Orleans",22071014100,"Census Tract 141, Orleans Parish, Louisiana",0.7424
"159",22,"LOUISIANA","LA",22071,"Orleans",22071014300,"Census Tract 143, Orleans Parish, Louisiana",0.9876
"160",22,"LOUISIANA","LA",22071,"Orleans",22071000613,"Census Tract 6.13, Orleans Parish, Louisiana",0.9884
"161",22,"LOUISIANA","LA",22071,"Orleans",22071000615,"Census Tract 6.15, Orleans Parish, Louisiana",0.612
"162",22,"LOUISIANA","LA",22071,"Orleans",22071001301,"Census Tract 13.01, Orleans Parish, Louisiana",0.9396
"163",22,"LOUISIANA","LA",22071,"Orleans",22071001736,"Census Tract 17.36, Orleans Parish, Louisiana",0.8536
"164",22,"LOUISIANA","LA",22071,"Orleans",22071003308,"Census Tract 33.08, Orleans Parish, Louisiana",0.7649
"165",22,"LOUISIANA","LA",22071,"Orleans",22071003900,"Census Tract 39, Orleans Parish, Louisiana",0.5999
"166",22,"LOUISIANA","LA",22071,"Orleans",22071004000,"Census Tract 40, Orleans Parish, Louisiana",0.7288
"167",22,"LOUISIANA","LA",22071,"Orleans",22071006300,"Census Tract 63, Orleans Parish, Louisiana",0.6875
"168",22,"LOUISIANA","LA",22071,"Orleans",22071007000,"Census Tract 70, Orleans Parish, Louisiana",0.7951
"169",22,"LOUISIANA","LA",22071,"Orleans",22071007200,"Census Tract 72, Orleans Parish, Louisiana",0.986
"170",22,"LOUISIANA","LA",22071,"Orleans",22071008400,"Census Tract 84, Orleans Parish, Louisiana",0.5346
"171",22,"LOUISIANA","LA",22071,"Orleans",22071013400,"Census Tract 134, Orleans Parish, Louisiana",0.3833
"172",22,"LOUISIANA","LA",22071,"Orleans",22071013800,"Census Tract 138, Orleans Parish, Louisiana",0.9503
"173",22,"LOUISIANA","LA",22071,"Orleans",22071013900,"Census Tract 139, Orleans Parish, Louisiana",0.6805
"174",22,"LOUISIANA","LA",22071,"Orleans",22071014000,"Census Tract 140, Orleans Parish, Louisiana",0.9853
"175",22,"LOUISIANA","LA",22071,"Orleans",22071001751,"Census Tract 17.51, Orleans Parish, Louisiana",0.9954
"176",22,"LOUISIANA","LA",22071,"Orleans",22071006000,"Census Tract 60, Orleans Parish, Louisiana",0.9472
"177",22,"LOUISIANA","LA",22071,"Orleans",22071007101,"Census Tract 71.01, Orleans Parish, Louisiana",0.8103
